title,placeUrl,category,address,LGA
Ogba Bus Stop,https://www.google.com/maps/place/Ogba+Bus+Stop/data=!4m7!3m6!1s0x103b93e05fb88625:0x70ada06536230a50!8m2!3d6.6394141!4d3.3322259!16s%2Fg%2F1hhw639w_!19sChIJJYa4X-CTOxARUAojNmWgrXA,Bus stop,"29, College Road, Alhaji Haruna Bus-Stop(Beside Mr. Biggs), Ogba,, Ikeja, Lagos, Nigeria",Agege
Iyana Ipaja Bus Stop,https://www.google.com/maps/place/Iyana+Ipaja+Bus+Stop/data=!4m7!3m6!1s0x103b90fdfda47475:0xcee7ba2e7b8ad709!8m2!3d6.6156306!4d3.2981642!16s%2Fg%2F11cs468d2k!19sChIJdXSk_f2QOxARCdeKey66584,Bus stop,"Alimosho Grammar School, Round about, Lagos, Idimu Rd, Alimosho, Lagos, Nigeria",Agege
Ogba Bus Park,https://www.google.com/maps/place/Ogba+Bus+Park/data=!4m7!3m6!1s0x103b93e08b5f8161:0xaa33bbdaa9cd0021!8m2!3d6.6328307!4d3.34159!16s%2Fg%2F11j0j2yp11!19sChIJYYFfi-CTOxARIQDNqdq7M6o,Bus stop,"Aguda 101233, Ojodu, Lagos, Nigeria",Agege
Ile Epo Bus Stop,https://www.google.com/maps/place/Ile+Epo+Bus+Stop/data=!4m7!3m6!1s0x103b912110921d8b:0xe3d4373fe6bc7dcb!8m2!3d6.6350513!4d3.3018154!16s%2Fg%2F1hd_rsp02!19sChIJix2SECGROxARy3285j831OM,Bus stop,"Abeokuta Expy, Agege 102213, Lagos, Nigeria",Agege
Shobo Bus Stop,https://www.google.com/maps/place/Shobo+Bus+Stop/data=!4m7!3m6!1s0x103b91aeffd76555:0xf2f5b9e2292a60b7!8m2!3d6.6022667!4d3.3061485!16s%2Fg%2F1hhxqwf9y!19sChIJVWXX_66ROxARt2AqKeK59fI,Bus stop,"Oyinlola St, Egbeda 102213, Ikeja, Lagos, Nigeria",Agege
Orimolade Bus Stop,https://www.google.com/maps/place/Orimolade+Bus+Stop/data=!4m7!3m6!1s0x103b915a90a03eef:0x795034643ab19843!8m2!3d6.6413561!4d3.3303882!16s%2Fg%2F1ptzvnbck!19sChIJ7z6gkFqROxARQ5ixOmQ0UHk,Bus stop,"Coker St, Ifako-Ijaiye 101232, Lagos, Nigeria",Agege
Idi-Oparun Bus Stop,https://www.google.com/maps/place/Idi-Oparun+Bus+Stop/data=!4m7!3m6!1s0x103b9136fb6e7cf5:0xe2389b5ecf1e4ada!8m2!3d6.645146!4d3.3157092!16s%2Fg%2F11gzt0d5c!19sChIJ9Xxu-zaROxAR2koez16bOOI,Bus stop,"Agege Motor Rd, Agege 102212, Lagos, Nigeria",Agege
Iyana-Ipaja,https://www.google.com/maps/place/Iyana-Ipaja/data=!4m7!3m6!1s0x103b9102dfa28bad:0xe39c0f8b96b10785!8m2!3d6.6196677!4d3.3010697!16s%2Fg%2F1tz0jvj7!19sChIJrYui3wKROxARhQexlosPnOM,Bus stop,"Abeokuta Expy, Agege 102212, Lagos, Nigeria",Agege
Wahum Bus Stop,https://www.google.com/maps/place/Wahum+Bus+Stop/data=!4m7!3m6!1s0x103b922a74ca2081:0x3507626ec2c90908!8m2!3d6.6058668!4d3.339214!16s%2Fg%2F1hhwd435g!19sChIJgSDKdCqSOxARCAnJwm5iBzU,Bus stop,"Adeniyi Jones, Ikeja 101233, Ikeja, Lagos, Nigeria",Agege
Bus Stop,https://www.google.com/maps/place/Bus+Stop/data=!4m7!3m6!1s0x103b912aeb15d8c5:0x13f03c8bcfeb8a75!8m2!3d6.6512976!4d3.2999539!16s%2Fg%2F1tkrc1bn!19sChIJxdgV6yqROxARdYrrz4s88BM,Bus stop,"Kofoworola St, Agege 102213, Lagos, Nigeria",Agege
