title,placeUrl,category,address,LGA
Jah Michael Bus Stop,https://www.google.com/maps/place/Jah+Michael+Bus+Stop/data=!4m7!3m6!1s0x103b7f0ad44e92b5:0x3926f580a33ece10!8m2!3d6.4834397!4d3.0408941!16s%2Fg%2F11kh9bgl_p!19sChIJtZJO1Ap_OxAREM4-o4D1Jjk,Parking lot for motorcycles,"F2MR+99C, Jah Michael St, 103101, Badagry, Lagos, Nigeria",Badagry
Owode Junction,https://www.google.com/maps/place/Owode+Junction/data=!4m7!3m6!1s0x103b621e7dbcef8f:0xd52c95954f0cb2ae!8m2!3d6.416225!4d2.860114!16s%2Fg%2F11j0j2y199!19sChIJj--8fR5iOxARrrIMT5WVLNU,Bus station,"103241, Gbaji, Lagos, Nigeria",Badagry
Ile-epo Bus stop Badagry Foursquare church,https://www.google.com/maps/place/Ile-epo+Bus+stop+Badagry+Foursquare+church/data=!4m7!3m6!1s0x103b630989c23b11:0xe80ec8baca81ab3b!8m2!3d6.4316257!4d2.8875591!16s%2Fg%2F11fj5gqs3g!19sChIJETvCiQljOxARO6uByrrIDug,Foursquare church,"CVJQ+M23, Ile-epo Bus Stop, Isalu, Nigeria",Badagry
Apata,https://www.google.com/maps/place/Apata/data=!4m7!3m6!1s0x103b62df731c5c7d:0xed54d524d5701ca7!8m2!3d6.440818!4d2.920547!16s%2Fg%2F11h84r1yhp!19sChIJfVwcc99iOxARpxxw1STVVO0,Bus station,"103242, Isalu, Lagos, Nigeria",Badagry
Araromi Bus Stop,https://www.google.com/maps/place/Araromi+Bus+Stop/data=!4m7!3m6!1s0x103b7eac45973f7b:0xc133069a48bfdf90!8m2!3d6.4804724!4d3.0243894!16s%2Fg%2F1pv2tqt9x!19sChIJez-XRax-OxARkN-_SJoGM8E,Bus stop,"Lagos - Badagry Expy, 103101, Asepe-Musin, Lagos, Nigeria",Badagry
Ap,https://www.google.com/maps/place/Ap/data=!4m7!3m6!1s0x103b7d2a40d52c63:0x6cac031555c99307!8m2!3d6.440256!4d2.941173!16s%2Fg%2F11hf00x8kz!19sChIJYyzVQCp9OxARB5PJVRUDrGw,Bus station,"103242, Ilado, Lagos, Nigeria",Badagry
Toriko,https://www.google.com/maps/place/Toriko/data=!4m7!3m6!1s0x103b62fc38fe14cd:0x620f0cfa798ef471!8m2!3d6.438623!4d2.903714!16s%2Fg%2F11h84r2kzq!19sChIJzRT-OPxiOxARcfSOefoMD2I,Bus station,"103101, Isalu, Lagos, Nigeria",Badagry
Age Mowo,https://www.google.com/maps/place/Age+Mowo/data=!4m7!3m6!1s0x103b7c63fda67a71:0x4acaf01e68f2a74a!8m2!3d6.468408!4d2.982105!16s%2Fg%2F11h84r8fnx!19sChIJcXqm_WN8OxARSqfyaB7wyko,Bus station,"103101, Ijawtun, Lagos, Nigeria",Badagry
Round About,https://www.google.com/maps/place/Round+About/data=!4m7!3m6!1s0x103b8216f0f92beb:0x9eff7d090939e83e!8m2!3d6.49759!4d3.114789!16s%2Fg%2F11hf00v79c!19sChIJ6yv58BaCOxARPug5CQl9_54,Bus station,"Ojo 102101, Lagos, Nigeria",Badagry
Edikin,https://www.google.com/maps/place/Edikin/data=!4m7!3m6!1s0x103b62d64b75226f:0xc126fc59748fcc2a!8m2!3d6.440396!4d2.930229!16s%2Fg%2F11j0j2p_6l!19sChIJbyJ1S9ZiOxARKsyPdFn8JsE,Bus station,"103101, Itoga, Lagos, Nigeria",Badagry
Agbara,https://www.google.com/maps/place/Agbara/data=!4m7!3m6!1s0x103b78a0a6c0779d:0x4cdf1cffe00b6f49!8m2!3d6.5006076!4d3.0974813!16s%2Fg%2F1ptxxw2wv!19sChIJnXfApqB4OxARSW8L4P8c30w,Bus station,"Lagos - Badagry Expy, 103101, Auaba, Lagos, Nigeria",Badagry
