title,placeUrl,category,address,LGA,Ikeja,Badagry,Oshodi,Ikorodu,Obalende
School Bus Stop,https://www.google.com/maps/place/School+Bus+Stop/data=!4m7!3m6!1s0x103b9062a71ef8db:0xc827b8a838d68080!8m2!3d6.6102253!4d3.2692748!16s%2Fg%2F1vmvysjq!19sChIJ2_gep2KQOxARgIDWOKi4J8g,Bus stop,"Alimosho 102213, Lagos, Nigeria",Alimosho,21640,49138,9620,42204,36204
Oja Bus Stop,https://www.google.com/maps/place/Oja+Bus+Stop/data=!4m7!3m6!1s0x103b9045f346e7b7:0xb95bb0448e87090a!8m2!3d6.595491!4d3.288275!16s%2Fg%2F1hhwg3lwh!19sChIJt-dG80WQOxARCgmHjkSwW7k,Bus stop,"Idimu Road, Egbeda 102213, Lagos, Nigeria",Alimosho,12638,58395,11967,33202,33037
Niyi Bus Stop,https://www.google.com/maps/place/Niyi+Bus+Stop/data=!4m7!3m6!1s0x103b8528aee3aaa1:0x526d3dce543ca54f!8m2!3d6.5578142!4d3.2227117!16s%2Fg%2F11gzqh4mt!19sChIJoarjriiFOxART6U8VM49bVI,Bus stop,"Alimosho 102213, Lagos, Nigeria",Alimosho,21640,49138,9620,42204,36204
Ogabi Bus Stop Meiran,https://www.google.com/maps/place/Ogabi+Bus+Stop+Meiran/data=!4m7!3m6!1s0x103b90bc9cdc90ff:0x8d337afdc179dc61!8m2!3d6.636847!4d3.2702458!16s%2Fg%2F1wjw8tjp!19sChIJ_5DcnLyQOxARYdx5wf16M40,Bus stop,"1, Alimosho 102213, Lagos, Nigeria",Alimosho,21640,49138,9620,42204,36204
Iyana Ipaja Bus Garage,https://www.google.com/maps/place/Iyana+Ipaja+Bus+Garage/data=!4m7!3m6!1s0x103b9102f54d5e6d:0xa40bdcefb01a8913!8m2!3d6.61817!4d3.29922!16s%2Fg%2F1tdhvn3w!19sChIJbV5N9QKROxARE4kasO_cC6Q,Bus stop,"Alimosho 102213, Lagos, Nigeria",Alimosho,21640,49138,9620,42204,36204
Council,https://www.google.com/maps/place/Council/data=!4m7!3m6!1s0x103b902009abbebf:0x678b8380bd18528!8m2!3d6.5678172!4d3.2792795!16s%2Fg%2F11b6b8zh9s!19sChIJv76rCSCQOxARKIXRCzi4eAY,Bus stop,"Omo Boriowo St, Alimosho 102213, Lagos, Nigeria",Alimosho,20411,52710,7264,37362,33848
Fatade Bus Stop,https://www.google.com/maps/place/Fatade+Bus+Stop/data=!4m7!3m6!1s0x103b906ff7ea42f7:0xb748479e81de5c44!8m2!3d6.5996396!4d3.2691085!16s%2Fg%2F1tdssx8s!19sChIJ90Lq92-QOxARRFzegZ5HSLc,Bus stop,"Fatade St, Alimosho 102213, Lagos, Nigeria",Alimosho,22950,56769,7179,37879,34366
Alaguntan Bus Stop,https://www.google.com/maps/place/Alaguntan+Bus+Stop/data=!4m7!3m6!1s0x103b90ffd27dfdd3:0xa385609cf4cb09f6!8m2!3d6.6126912!4d3.2980017!16s%2Fg%2F1tx17d1t!19sChIJ0_190v-QOxAR9gnL9JxghaM,Bus stop,"Cash Street, Agege 102213, Lagos, Nigeria",Alimosho,10556,61464,16013,31120,30954
Ile-Iwe Bus-Stop,https://www.google.com/maps/place/Ile-Iwe+Bus-Stop/data=!4m7!3m6!1s0x103b8f9513be5b6f:0x4d2589cdf71a58f9!8m2!3d6.5446453!4d3.277005!16s%2Fg%2F1tcwyr89!19sChIJb1u-E5WPOxAR-Vga982JJU0,Bus stop,"Ikotun - Idimu Rd, Alimosho 102213, Lagos, Nigeria",Alimosho,16703,57472,8280,37267,33463
Ponle,https://www.google.com/maps/place/Ponle/data=!4m7!3m6!1s0x103b9053093e412b:0x99a4c02bfdb01596!8m2!3d6.6046247!4d3.293699!16s%2Fg%2F11h171qfp!19sChIJK0E-CVOQOxARlhWw_SvApJk,Bus stop,"Ponle St, Alimosho 102213, Lagos, Nigeria",Alimosho,11948,60394,10798,32512,32347
