title,placeUrl,category,address,LGA
Wharf,https://www.google.com/maps/place/Wharf/data=!4m7!3m6!1s0x103b8baa8d687ec5:0x3bc39757d80b49fc!8m2!3d6.441267!4d3.378033!16s%2Fg%2F11b6bc9h4b!19sChIJxX5ojaqLOxAR_EkL2FeXwzs,Bus stop,"Apapa 102272, Ikeja, Lagos, Nigeria",Apapa
Babani Bus Stop,https://www.google.com/maps/place/Babani+Bus+Stop/data=!4m7!3m6!1s0x103b8bde92bf935d:0x5c43cca7fca866d2!8m2!3d6.457336!4d3.343!16s%2Fg%2F1hhwdvwwg!19sChIJXZO_kt6LOxAR0mao_KfMQ1w,Bus stop,"Babani St, Ajeromi-Ifelodun 102103, Lagos, Nigeria",Apapa
Ajegunle Boundary,https://www.google.com/maps/place/Ajegunle+Boundary/data=!4m7!3m6!1s0x103b8bc49acd58c5:0x60d7ec8002224671!8m2!3d6.454826!4d3.350853!16s%2Fg%2F1hhvz0wlh!19sChIJxVjNmsSLOxARcUYiAoDs12A,Bus stop,"Ajegunle 102103, Ikeja, Lagos, Nigeria",Apapa
NPA gate,https://www.google.com/maps/place/NPA+gate/data=!4m7!3m6!1s0x103b8a5316d2cc9b:0xc1de58bec25f8588!8m2!3d6.437605!4d3.372465!16s%2Fg%2F11b6bc98tg!19sChIJm8zSFlOKOxARiIVfwr5Y3sE,Bus stop,"Apapa Quays 102272, Ikeja, Lagos, Nigeria",Apapa
Ojo Road Bus Stop,https://www.google.com/maps/place/Ojo+Road+Bus+Stop/data=!4m7!3m6!1s0x103b8960112c96b5:0xe5cd451a4e15e050!8m2!3d6.4597795!4d3.3380815!16s%2Fg%2F1hhvm80v_!19sChIJtZYsEWCJOxARUOAVThpFzeU,Bus stop,"Ojo Rd, Ajeromi-Ifelodun 102103, Lagos, Nigeria",Apapa
Mosafejo Bus Stop,https://www.google.com/maps/place/Mosafejo+Bus+Stop/data=!4m7!3m6!1s0x103b8be220a6b345:0x42219433d4f178e2!8m2!3d6.4661628!4d3.3404177!16s%2Fg%2F12hkdpymb!19sChIJRbOmIOKLOxAR4njx1DOUIUI,Bus stop,"Mosafejo Road, Alaba 102103, Lagos, Nigeria",Apapa
Agugu,https://www.google.com/maps/place/Agugu/data=!4m7!3m6!1s0x103b8bdd9757a723:0x22a2004c7c886602!8m2!3d6.459782!4d3.345728!16s%2Fg%2F1q67q17zp!19sChIJI6dXl92LOxARAmaIfEwAoiI,Bus stop,"Malu 102103, Lagos, Nigeria",Apapa
Eleganza,https://www.google.com/maps/place/Eleganza/data=!4m7!3m6!1s0x103b8babf4fbf7dd:0x2bcaa4c256940395!8m2!3d6.443386!4d3.374342!16s%2Fg%2F11b6b6sn6q!19sChIJ3ff79KuLOxARlQOUVsKkyis,Bus stop,"Apapa Quays 102272, Ikeja, Lagos, Nigeria",Apapa
John Bus Stop,https://www.google.com/maps/place/John+Bus+Stop/data=!4m7!3m6!1s0x103b8b7349df9c0f:0xb0c5e6bf498d68c7!8m2!3d6.4608841!4d3.3855043!16s%2Fg%2F1q62cyk0s!19sChIJD5zfSXOLOxARx2iNSb_mxbA,Bus stop,"Ebute, Kosoko, John St, Lagos Island, Lagos, Nigeria",Apapa
Tincan,https://www.google.com/maps/place/Tincan/data=!4m7!3m6!1s0x103b8a2bd9cd2ac3:0xf77e27288273fa58!8m2!3d6.4343024!4d3.3420191!16s%2Fg%2F1hhxbdygf!19sChIJwyrN2SuKOxARWPpzgignfvc,Bus stop,"Apapa Oworonshoki Expy, Apapa 102272, Lagos, Nigeria",Apapa
Barracks,https://www.google.com/maps/place/Barracks/data=!4m7!3m6!1s0x103b8bbf5788c11b:0x6708d0b72a37688c!8m2!3d6.455961!4d3.359157!16s%2Fg%2F11ppcx0ks1!19sChIJG8GIV7-LOxARjGg3KrfQCGc,Bus stop,"Badia 102272, Ikeja, Lagos, Nigeria",Apapa
Ojora Junction,https://www.google.com/maps/place/Ojora+Junction/data=!4m7!3m6!1s0x103b8bc4a79053ab:0xfa5da18996c7a306!8m2!3d6.4553242!4d3.3497058!16s%2Fg%2F1q69wg328!19sChIJq1OQp8SLOxARBqPHlomhXfo,Bus stop,"Ojora St, Ajegunle 102103, Lagos, Nigeria",Apapa
Apapa Expressway,https://www.google.com/maps/place/Apapa+Expressway/data=!4m7!3m6!1s0x103b8975cd2e9683:0xfa2045d64f3e5098!8m2!3d6.4422239!4d3.3230209!16s%2Fg%2F11g_kskk4!19sChIJg5YuzXWJOxARmFA-T9ZFIPo,Bus stop,"Apapa Oworonshoki Expy, Ibafon 102102, Lagos, Nigeria",Apapa
Liverpool,https://www.google.com/maps/place/Liverpool/data=!4m7!3m6!1s0x103b8bb558b7af3f:0x4b20d1944722bb75!8m2!3d6.440318!4d3.359115!16s%2Fg%2F11b6b8zs4w!19sChIJP6-3WLWLOxARdbsiR5TRIEs,Bus stop,"Apapa 102272, Ikeja, Lagos, Nigeria",Apapa
Flour Mill,https://www.google.com/maps/place/Flour+Mill/data=!4m7!3m6!1s0x103b8baef00f26b5:0x217b4a688cef6c34!8m2!3d6.4465747!4d3.3723441!16s%2Fg%2F1hhw87bsh!19sChIJtSYP8K6LOxARNGzvjGhKeyE,Bus stop,"Apapa 102272, Lagos, Nigeria",Apapa
Federal Palace Bus Stop,https://www.google.com/maps/place/Federal+Palace+Bus+Stop/data=!4m7!3m6!1s0x103b8ada85e39a67:0x1b9b35e73141ae4c!8m2!3d6.4306991!4d3.4088838!16s%2Fg%2F11gzntrv5!19sChIJZ5rjhdqKOxARTK5BMec1mxs,Bus stop,"Ahmadu Bello Way, Victoria Island 106104, Lagos, Nigeria",Apapa
Trinity Bus Stop,https://www.google.com/maps/place/Trinity+Bus+Stop/data=!4m7!3m6!1s0x103b8976f598901f:0xfeb50c9acd89b4d5!8m2!3d6.441846!4d3.325599!16s%2Fg%2F1t_6jns0!19sChIJH5CY9XaJOxAR1bSJzZoMtf4,Bus stop,"Ajeromi-Ifelodun 102103, Lagos, Nigeria",Apapa
Coconut,https://www.google.com/maps/place/Coconut/data=!4m7!3m6!1s0x103b897f678eebd3:0xd053780af99d76f!8m2!3d6.440065!4d3.3351392!16s%2Fg%2F1tdsmdhh!19sChIJ0-uOZ3-JOxARb9eZr4A3BQ0,Bus stop,"Ajeromi-Ifelodun 102103, Lagos, Nigeria",Apapa
